collection,cibid,pubdate,file,cibbody,date,id,body,url,folder,title,_merge,year
Current/Central Intelligence Bulletin Collection,2872233,"July 10, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677464%5D.pdf,"e: 201 9/07/1 0 002872233

 

 

 

 

 

 

   

 

 

 

 

 

 

 

 

% 10 July 1953 %
Z ] 3'55/{°)
é Copy No. §7 é
Z Z
% %
% ¢
Z < Z
7 CURRENT INTELLIGENCE BULLETIN %
Z Z
Z Z
7 o
",7/10/53,CIA-RDP79T00975A001200160001-0,"DIfdPrtStdC ved for Relea

 

 

 

 

 

10 July 1953

I

Copy No. §7

CURRENT INTELLIGENCE BULLETIN

 

 

 

 

 

 

 

 

Office of Curren

CENTRAL INTELLIGENCE AGENCY

t Intelligence

 

 

 

 

AT T T T

 

Iy, e

Declassified in Part - Sanitized Copy Approved for Release

2012/11/12 : CIA-RDP79T00975A001200160001-0

AN RN

N

NN ;",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200160001-0,/meta-19800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2872234,"July 11, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677533%5D.pdf,"om lw

NN

11 July 1953

 

US OFFICIALS ONLY

 

 

 

 

",7/11/53,CIA-RDP79T00975A001200170001-9,"Declas f ed in Part - Sanitized Cop ved for Relea 2012/11/12 CIA- RDP79T00975A001200170001

11 July 1953

US OFFICIALS ONLY ]

Copy No. Q",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200170001-9,/meta-19800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2020581,"July 12, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677554%5D.pdf,"I

 

 

 

 

12 July 1953

 

 

]

Copy No. K7

 

 

\\\\\\\\\\\\\

CURRENT INTELLIGENCE BULLETIN

é",7/12/53,CIA-RDP79T00975A001200180001-8,"25X1

///// % %)77",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200180001-8,/meta-52800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2050144,"July 14, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677551%5D.pdf,"14 July 1953

NN\

 

 

 

 

 

 

 

 

Copy No.

 

67

Rl

CURRENT INTELLIGENCE BULLETIN

- Lh e W O
poctMENTNO. . f -
[03 GHAMGE I CLAsy : L :
i : w0

¢ e TO TELS. G

Pt LIV DATE:

JUTH H 70.7?

oATEN 2L 2 ",7/14/53,CIA-RDP79T00975A001200190001-7,"N
o

N

R R R R R R R

25X1

DY = o NN

14 July 1953

 

N

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

N

 

 

 

 

Copy No. .
Py 57

CURRENT INTELLIGENCE BULLETIN

- e i 0",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200190001-7,/meta-51400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2050145,"July 15, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677556%5D.pdf,"////////////// I Y,

 

 

 

 

CURRENT INTELLIGENCE BULLETIN

 

15 July 1953

1

Copy No.

 

 

 

 

 

 

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

 

 

 

 

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\&\\\\\\\\\\\\\\\\\\\\\

   

]()PS

 
 

T

Approved for Release: 2019/07/10 C02050145

\

A A R RN AN RN NN

~",7/15/53,CIA-RDP79T00975A001200200001-5," 

//////////%",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200200001-5,/meta-51400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2872241,"July 16, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677518%5D.pdf," 

 

 

 

I, 55 T
16 July 1953 é

.~ CURRENT INTELLIGENCE BULLETIN

 

 

 

 

 

 

 

 

 

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

AR RN

 

w
N

\\\\\\\\\\\\\\\;

 

 

 

 

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

A //////////////

Approved for Release: 2019/07/10 C02872241
",7/16/53,CIA-RDP79T00975A001200210001-4,"Y ) T rm,,,mmrw;?/?///////////é

25X1
16 July 1953

 

N

 

 

NN\

N
0
>
",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200210001-4,/meta-54600,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2020582,"July 17, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677423%5D.pdf,"\

N .
-

17 July 1953

]

Copy No.

N\

R R R R R R

N

 

w
o

AR R RRRRNNIRRNNRNNNN NN

 

 

 

 

CURRENT INTELLIGENCE BULLETIN

 

 

 

 

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY 3.5(0)
.o(C

 

 

 

 

 

I, ===

Approved for Release: 2019/07/10 C02020582

~",7/17/53,CIA-RDP79T00975A001200220001-3," 

7 f""",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200220001-3,/meta-52800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2872242,"July 18, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677426%5D.pdf," 

 

 

 

18 July 1953 Z
7
] e

CURRENT INTELLIGENCE BULLETIN

  

L e L

\\\\\\\\\\\\\\\\\\\\\\\\

AAANNANNANNANNNNANNANNNNNNNNNNNN

N

 

 

 

 

 

CLAED, VTR

NEXT BEViEYS OAT

AUTH. HR 702
DAT?Z,ZI .",7/18/53,CIA-RDP79T00975A001200230001-2,"25X1

% it 777

 

 

18 July 1953

261 1

Copy No. ..
25X1

N

\\\\\Q,

 

NA\NNNN\N

AAARAMRRRRRRRRNNNNNNN

 

 

 

CURRENT INTELLIGENCE BULLETIN

  

Pvibodd el

CLAED, oV iEiial

MEXT BEVIEVI OATE

AUTH: HR 70-2 _

DF\TW d Yevewer | 25X1

N

 

 

 

25X1

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

 

\\\\\\\\\\\\\\\\x\\\\\\\\\\\\\\\\\

 

 

 

»
!-I-
!-I-
U
'5
-~

ew completed

25X1

3 ////////W TOP SECRET 7//////////// ////A

Approved For Release 2004/07/08 : CIA-RDP79T00975A001200230001-2

 

 

 

 
x0c5X1A

 

Approved FqJ Release 2004/07/08 : CIA-RDP79T00975A(+)1200230001-2

 

SUMMARY

 

25X1

 

 

 

FAR EAST

 

25X1

 

 

 

Chinese Nationalist paratroopers used in Tungshan Island
operation (page 4).

Chinese Communists extend off-shore island campaign to north
Fukien coast (page 4).

 

25X1

 

 

EASTERN EUROPE
Hungarian party members discouraged and disunited (page 6).

WESTERN EUROPE

 

 

 

9. Comment on proposed East German wage increase (page 7).
10. Food bazaars for East Berliners opposed by Western officials
(page 7). . xxn
25X1A -9 -

25X1A

 

 

 

 

Approved For Release 2004/07/08 : CIA-RDP79T00975A001200230001-2

 

 
x0c25X1 Approved For Release 2004/07/08 : CIA-RDP79T00975A001200230001-2

 

Approved For Release 2004/07/08 : CIA-RDP79T00975A001200230001-2
x0c25X1A

25X1A

D2EY 1A

 

Approved Fqr Release 2004/07/08 : CIA-RDP79T00975A(§01200230001-2

 

 

 

25X1

 

 

 

 

3. Chinese Nationalist paratroopers used in Tungshan Island operation:

 

 

 

 

 

More than 600 Chinese Nationalist paratroopers
flown by 17 C-46 transport aircraft from For-
mosa were used in the large-scale hit-and-run
raid on Communist-held Tungshan Island, be-
tween Swatow and Amoy, according to reports
from American officials at Taipei. No enemy
aircraft or antiaircraft artillery opposed the
jump,, and alll of the transport aircraft in the
operation returned to Formosa.

Comment: As many as 7,000 Chinese National-

ist airborne and amphibious troops may have been used in this operation,
the most ambitious raid the Nationalists have yet undertaken.

Chinese Communists extend off-shore island campaign to north Fukien

coast:

 

 

 

25X1

 

 

About 1,000 Chinese Communist troops occu-
pied at least four islands off the coast of .
northern Fukien Province on 14 July, | 25X1

 

 

 

 

| Other reports indicate Com-

munist landings at islands in the immediate
area; details of the operations are not yet known.

Comment: Communist forces apparently

plan to extend their current campaign to all of the Nationalist-held
islands immediately off the mainland. An island invasion campaign
has been taking place near the Tachen Islands off the Chekiang coast
since late May, and Communist reconnaissance raiders landed on
Chinmen Island near southern Fukien in early July.

25X1A

-4 -

 

 

 

 

Approved For Release 2004/07/08 : CIA-RDP79T00975A001200230001-2
x0c25X1 Approved For Release 2004/07/08 : CIA-RDP79T00975A001200230001-2

 

Approved For Release 2004/07/08 : CIA-RDP79T00975A001200230001-2
x0c25X1A
Approved Fqy Release 2004/07/08 : CIA-RDP79T00975A(101200230001-2

 

25X1

 

 

 

 

EASTERN EUROPE

8. Hungarian party members discouraged and disunited:

 

 

Rank and file members of the Hungarian
25X1A Workers' Party remain discouraged, dis-
united and frightened in spite of party leader
Rakosi's speech on 11 July, in the opinion of
the American legation in Budapest. Rakosi did not convince them that
he still is in control of the party or abate their misgivings about the
government's 'nmew economic policy.""

 

 

 

The legation believes that the program pro-
claimed by Premier Nagy and modified by Rakosi has failed to achieve
its psychological objective of persuading workers and peasants to co-
operate with the government. Instead, the speech convinced the already
skeptical Hungarians that the policy is a temporary expedient at best
and probably a complete deception. :

-6 -
25X1A

 

 

 

 

Approved For Release 2004/07/08 : CIA-RDP79T00975A001200230001-2
x0c10,

25X1A

25X1A
Approved Hor Release 2004/07/08 : CIA-RDP79T00975A*}01200230001-2

 

 

WESTERN EUROPE -
Comment on proposed East German wage increase:

The proposal by the East German trade unions
and Socialist Unity Party to increase the wages of lower-paid employees
in most industries and reinstate premiums for Sunday work is probably
intended to appease the population by bringing about real benefits for the
lower category workers. The new concession, however, can be expected
to go no further than other economic reforms in satisfying the demands
of the people, which have gone beyond the economic sphere in demanding
political change.

In granting so widespread a pay increase, the

East German government runs the danger of a resultant rise in prices,
which would be a further cause of popular discontent.

Food bazaars for East Berliners opposed by Western officials:

 

 

Both Vice Chancellor Bluecher and Allied
officials in West Germany fear that expanding
the food bazaar project begun on 14 June by a
West Berlin borough president might bring
prompt Soviet retaliation. Bluecher was re-
portedly cool to a plan of West Berlin mayor
Reuter whereby every resident in the Soviet
sector would receive a coupon entitling the

 

 

holder to purchase a small quantity of food at an even exchange of -
east and west marks, The vice chancellor was inclined to leave such
relief efforts to charitable organizations.

Both the French and British: Berlin comman-
dants fear that the bazaars might become trouble centers, thus pro-
viding a pretext for reprisals. American officials comment, Lowever,
that food distribution on a small scale would not be likely to bring
Soviet reprisals, and that the original bazaar should be maintained.

25X1A

 

 

 

 

Approved For Release 2004/07/08 : CIA-RDP79T00975A001200230001-2
x0c",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200230001-2,/meta-54600,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2020583,"July 19, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677478%5D.pdf,"DN, 555y

]

Copy No.

 

AN\\

 

w
2

 

 

 

CURRENT INTELLIGENCE BULLETIN _

DGCUMENTRO. ___ .
MO CHAMET iis CLASS.
[ DESLASSF 7D

CLAZS CHARNGEDTO: T8 & 4=

NEXNT REVIEEW BATE:

AUTH. H _""C%

DAY ¢ £ reviewer: | 1

- 3.5(c)

 

 

 

 

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

 

R A RN RN NN

AR IR TSN

 

 

 

7
T, =

NN

 

Approved for Release: 2019/07/10 C02020583
",7/19/53,CIA-RDP79T00975A001200240001-1,"DN = SN

[ ]

25X1 Copy No.
25X1

 

NN

AR RN

N\

 

 

 

 

CURRENT INTELLIGENCE BULLETIN _

AR RN

N\

 

 

 

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

25X1

 

 

 

 

' | 7
Tt === it

 

 

 

 

Approved For Release 2003/11/04 : CIA-RDP79T00975A001200240001-1 25X1
x0cv o 25X1A
Approved Foy Release 2003/11/04 : CIA-RDP79T00975A0+1200240001-1

 

SUMMARY

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

\
25X1
SOVIET UNION
3. Comment on announced Soviet plan fulfillment for the first half
o of 1953 (page 4).
25X1
FAR EAST
/
25X1
7. Formosa-based airlines deny supplying Li Ml troops (page 6).
SOUTH ASIA
8. Conditions in Kashmir reportedly deteriorating (page 7).
NEAR EAST -~ AFRICA
9. Britain and Libya reach financial agreement (page 7).
WESTERN EUROPE
10. USSR increases forces in Berlin (page 8).
11. De Gasperi's new cabinet may face parliamentary defeat (page 8).
25X1A raa
-2

25X1A

 

 

 

 

Approved For Release 2003/11/04 : CIA-RDP79T00975A001200240001-1

 
x0c25X1 Approved For Release 2003/11/04 : CIA-RDP79T00975A001200240001-1

 

Approved For Release 2003/11/04 : CIA-RDP79T00975A001200240001-1
x0c25X1A
Approved Fon Release 2003/11/04 : CIA-RDP79T00975AP01200240001-1

 

 

25X1

 

 

 

 

SOVIET UNION
3. Comment on announced Soviet plan fulfillment for the first half of 1953:

The official announcement of Soviet plan ful-
fillment for the first half of 1953 reveals a continuing decline in the
rate of economic growth. Industrial production reportedly increased
10 percent and labor productivity five percent in the first half of 1953
over the first half of 1952, Comparable official Soviet figures were 11
and eight percent in 1952 over 1951,

The announced results also show the present
extent of the new Soviet government's effort to increase the availability
of consumer goods. A 23 percent increase in sale of consumer goods
was reported in the second quarter of 1953 over the second quarter of
1952, Moreover, the only change revealed in the 1953 plan was the
additional allocation of 20 billion rubles for production and distribution
of consumer goods.

Production results in this first 1953 announce-
ment were reported on the basis of the new ministries as consolidated
after Stalin's death, making comparisons with previous periods even
more difficult than in the past.
25X1

 

 

 

 

 

 

 

 

 

 

 

 

25X1A

 

 

 

 

Approved For Release 2003/11/04 : CIA-RDP79T00975A001200240001-1
x0c25X1 Approved For Release 2003/11/04 : CIA-RDP79T00975A001200240001-1

 

Approved For Release 2003/11/04 : CIA-RDP79T00975A001200240001-1
x0c 

25X1A
Approved ForBelease 2003/11/04 : CIA-RDP79T00975A(001200240001-1

 

 

25X1

 

 

 

 

 

 

 

 

 

 

 

7..

25X1A

Formosa-based airlines deny supplying Li Mi troops:

 

 

Both the CAT airline and Fooshing Airways
of Formosa state that none of their PBY air-
craft has been to Thailand within the last two

- months, according to the US embassy in Taipei.

 

 

Each company has two such planes, and all four are now on Formosa.

- Comment: The American embassy in Rangoon
reported on 14 July the Burmese government's suspicions that two un-
marked PBY's then in Bangkok were being used to supply Chinese National-
ists in Burma, and that they belonged either to CAT or Fooshing Airways.

25X1A

 

 

 

 

Approved For Release 2003/11/04 : CIA-RDP79T00975A001200240001-1
x0c25X1

25X1

80

25X1A
Approved Foy Release 2003/11/04 : CIA-RDP79T00975A0(11200240001-1

 

SOUTH ASIA

Conditiong in Kashmir reportedly deteriorating:

 

 

Indian-held Kashmir is in political ferment and
its economy in a perilous state, according to

an American embassy official who recently
visited Kashmir, Sheikh Abdullah, the Indian-
Supported prime minister, is in a precarious position politically because
of popular dissatisfaction with his regime and dissension within his cabinet
over the future allegiance of the state. The embassy officer states that
Abdullah's personal relationship to Nehru is also unsatisfactory at present.

 

Comment: This first-hand report confirms
previous indications of unseftied conditions, which can be expected to
deteriorate unless there is a settlement of the Kashmir dispute.

NEAR EAST - AFRICA

Britain and L'lgya reach financial agreement:

 

 

The British Foreign Office and Libyan prime
minister Muntasser on 16 July concluded a
financial agreement, according to the British
Foreign Office. Subject to the approval of the

 

 

king, cabinet, and parliament, Muntasser accepted the 2. 5 million
pounds sterling annual financial aid offered by Britain.

Comment: Despite this forward step, the
treaty and annexes, which have been held up since last September, still
face a formidable obstacle in obtaining the approval they need in Libya.
Anti-British sentiment, particularly among government factions hostile to
the prime minister, has been reported on the increase. This feeling has
been abetted to a large extent by Egypt.

25X1A

 

 

 

 

Approved For Release 2003/11/04 : CIA-RDP79T00975A001200240001-1
x0c25X1A

25X1A

10,

11,

25X1A
Approved Fo*Release 2003/11/04 : CIA-RDP79T00975A(101200240001-1

 

 

WESTERN EUROPE

. USSR increases forces in Berlin:. 25X

 

 

 

 

 

on 16-17 July
a strong Soviet armored force entered East
Berlin., Reports of troop and vehicle move-

 

 

 

ments indicate the presence in Berlin of the
entire Tth Guards Mechanized Division, and it is possible that elements

of another division are deployed to the east of the city, As many as 240
tanks are reportedly dispersed in various parts of the city. In the Pankow
district, the residential area occupied by high government officials is
being guarded by over 50 tanks.

Comment: Since the depafture of the bulk of
the Soviet troops from Berlin In late June and early July, elements of
at least one Soviet division have remained in the city, with their tanks

-and vehicles concentrated in several areas. The Tth Guards Mechanized

Division, however, was not one of those committed in Berlin after the
17 June riots,...

. It is possible that a show of strength is being
made by the USSR to frighten East Berlin workers into abandoning their
slow-down tactics. The precaution of guarding the Pankow residential
area suggests that trouble is anticipated.

De GaSperi's new cabinet may face parliamentary defeat:

 

 

Premier De Gasperi's new all-Christian
Democratic cabinet faces an uncertain
reception when it is submitted to parliament
about 21 July, according to the American

 

 

embassy In Rome. Some 35 of the 40 Monarchist deputies, annoyed
by De Gasperi's anti-Monarchist views, reportedly will vote against
him, ",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200240001-1,/meta-51400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2872243,"July 21, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677438%5D.pdf,"21 July 1953

L ]
Copy No. .

\\\
ANNNN\N

 

 

 

 

CURRENT INTELLIGENCE BULLETIN

o 25

fim

A{Z},y l

.5(0)

 

 

 

 

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

 

w

\\\\\\\\\\\\V%

 

 

 

 

A T

I, ===

Approved for Release: 2019/07/10 C02872243

w
o
?\

NN

~",7/21/53,CIA-RDP79T00975A001200250001-0," 

Wm lzqomeWWTW/W

25X1

NN\

21 July 1953

L 1

Copy No. ..

 

N
0
>
",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200250001-0,/meta-54600,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2020584,"July 22, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677444%5D.pdf,"e: 2019/07/10 C02020584

I, 2530

22 July 1953

 

 

 

 

 

 

 

 

 

Copy No. 67

CURRENT INTELLIGENCE BULLETIN

 

L!z-mk

 

OLAGS i/ isEh 10 TS 8 ",7/22/53,CIA-RDP79T00975A001200260001-9," 

f",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200260001-9,/meta-52800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2872244,"July 23, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677483%5D.pdf,"e: 201 9/07/1 0 002872244

23 July 1953

Copy No. b7

 

)

 

 

 

CURRENT INTELLIGENCE BULLETIN
} g

[;OCUIVENTNO. o e
( ",7/23/53,CIA-RDP79T00975A001200270001-8,. . 2°,https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200270001-8,/meta-54600,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2872245,"July 24, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677441%5D.pdf,"24 July 1953

\\Q

 

3

 

 

 

Copy No. 67

CURRENT INTELLIGENCE BULLETIN

 

 

 

 

 

 

 

 

 

 

 

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

 

 

\\\\\\\\\\\\\\\\\\\\V",7/24/53,CIA-RDP79T00975A001200280001-7,"v
4

DN = I,

 

 

 

 

 

 

| 25X1 %
24 July 1953 %

25x o] 25;,/%/
2

Z

Z

CURRENT INTELLIGENCE BULLETIN é

7

7

%

25>é

 

 

 

 

 

 

 

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

 

\\\\\\\\\\\\\\\\\\\\Y",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200280001-7,/meta-51400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2020585,"July 25, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677538%5D.pdf,"e: 2019/07/10 C02020585,

//////// /mE /f/////////////////

 

 

 

 

 

AANNNNNNNNNNNNNNNNNN

25 July 1953

]

Copy No. 67

CURRENT INTELLIGENCE BULLETIN

DOCUMENT NO. _2; ' s
MO CHARNGT IN GLaes, T T
LEDEDY ASTEy

CLALR, oo ¢ s ¢

MNEXT v w
AUTH

 

 

3.5(c)

 

 

 

Office of Current Intelligence

- CENTRAL INTELLIGENCE AGENCY

 

 

 

 

 

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

Approved for Release: 2019/07/10 C02020585

3

A R R RN RN 2NN

I, =

~",7/25/53,CIA-RDP79T00975A001200290001-6,"25X1

////// ////// / % ZWF%MWTOOWW

25 July 1953

L 1

Copy No. 67

 

 

 

 

 

N
o
X
",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200290001-6,/meta-54400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2872246,"July 26, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677498%5D.pdf," 

Approved for Release: 2019/07/10 C02872246

I, 2. oy

26 July 1953

I +

Copy No. 67

    
 

\
NN

 

 

w
2
X

AR AR RN

 

 

 

 

 

 

CURRENT INTELLIGENCE BULLETIN

STV I

 

 

 

 

 

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

 

@
2
X

NN

 

 

 

A RN R R R R R

Approved for Release: 2019/07/10 C02872246
",7/26/53,CIA-RDP79T00975A001200300001-4,"25X1

 

 

 

 

 

 

 

 

 

I 2",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200300001-4,/meta-54600,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2872247,"July 28, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677520%5D.pdf,"e: 2019/07/10 C02872247

DN, 325 7////////////////

28 July 1953

 

w

 

 

Copy No., 67

 

 

 

 

 

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

 

w

 

 

 

 

\

2 ////// LS Iz

Approved for Release: 2019/07/10 C02872247

\\\\\\\\\\\\\\\",7/28/53,CIA-RDP79T00975A001200310001-3,//////W,https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200310001-3,/meta-54600,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2020586,"July 29, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677553%5D.pdf,"29 July 1953

]
Copy No. §'7

 

w

AR 2NN

 

 

 

N

A RN NN

CURRENT INTELLIGENCE BULLETIN 32
e |

DOCUMENT N

e - e sty

i DECLASIIFHED ",7/29/53,CIA-RDP79T00975A001200320001-2,"DIty ey Sl

25X1

 

 

 

 

 

/
é 25X1 29 July 1953 )?
% e

CURRENT INTELLIGENCE BULLETIN 32
s ",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200320001-2,/meta-51400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2059476,"July 30, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677446%5D.pdf," 

/

N\

NN

 

H | . 30 July 1953

]

Copy No. §%7

w
2

CURRENT INTELLIGENCE BULLETIN

 

HANGE IN CLASS, J#

I1 DECLAGSFIED

CLASS. CHANGED TO: TS 6

NEXT RIVIEW DATE: ____M_.

AUTH; ",7/30/53,CIA-RDP79T00975A001200330001-1," 

25X1

Wase lzmwmaRMmP",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200330001-1,/meta-51400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2872248,"July 31, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677480%5D.pdf,"I Sy,

- 81 July 1953

' Copy No. §7

 

 

 

 

, CVURRENT",7/31/53,CIA-RDP79T00975A001200340001-0,//////M,https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200340001-0,/meta-54400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2872249,"August 1, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677461%5D.pdf," 

I 555

 

 

 

 

 

 

 

 

7
Z 1 August 1953 3.5(c)
7 ]
é Copy No. 67
Z
CURRENT INTELLIGENCE BULLETIN _
CLam? = TS 8
i e
DA :\Z.g?.[ N cevewen _i
3.5(c)

 

 

 

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

w
2
e

 

 

\X\\\\\\\\\",8/1/53,CIA-RDP79T00975A001200350001-9," 

25X1

y//////?zmlmmmlw??f//////////é

 

N

 

 

 

 

 

 

7 Z
Z 25X1 1 August 1953 2
/ 25X
7

CURRENT INTELLIGENCE BULLETIN

NEUT R oATE fh QZ
ATH DL G D
.

EOCUIGENT NO. .-
NO CHANTE I CLALS
DLl B

335
T3 8

-

*

=
>
=

5
N
o
X

A RN ERRNR RN NN

N

 

 

 

25X1

 

Office of Current Intelligence

CENTRAL INTELLIGENCE AGENCY

 

o
o
>

 

 

 

State Dept. review completed

) 7

25X1

AT

 

Approved For Release 2004/07/08 : CIA-RDP79T00975A001200350001-9
x0c 

5X1A
;gpproved FqQQ Release 2004/07/08 : CIA-RDP79T00975A001200350001-9

 

 

SUMMARY

SOVIET UNION

/  Comment on Soviet actions following shooting down of US plane
(page 3).

FAR EAST

 

 

25X1 . Rhee capable of ordering ""suicide attack",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200350001-9,/meta-54600,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
Current/Central Intelligence Bulletin Collection,2872250,"August 2, 1953",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677503%5D.pdf,"I S5 Ty

3.5(c)

N

 

 

2 August 1953

Copy No. ©¢

 

 

CURRENT INTELLIGENCE BULLETIN

r?A.H;r-H?\!P) ",8/2/53,CIA-RDP79T00975A001200360001-8,///////,https://www.cia.gov/readingroom/document/CIA-RDP79T00975A001200360001-8,/meta-54600,CENTRAL INTELLIGENCE BULLETIN,matched (3),1953
